"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"733" 733 99267 5708 1270 0.28581 11211 732 1268 98 617 18 611 42555 6833 24 6827 42418 733 49999 49268
"734" 734 99266 44209 1272 1.275 33559 728 1266 98 618 18 612 42555 6832 24 6826 42418 734 49999 49267
"735" 735 99265 29035 1274 1.0535 44209 734 1272 98 619 18 613 42553 6833 24 6827 42416 735 49999 49266
"736" 736 99264 5692 1276 0.73256 29035 735 1274 98 620 18 614 42553 6832 24 6826 42416 736 49999 49265
"737" 737 99263 52331 1278 1.268 5692 736 1276 98 621 18 615 42553 6831 24 6825 42416 737 49999 49264
"738" 738 99262 63923 1280 0.85598 52331 737 1278 98 622 18 616 42552 6831 24 6825 42415 738 49999 49263
"739" 739 99261 57109 1282 0.60483 63923 738 1280 98 623 18 617 42552 6830 24 6824 42415 739 49999 49262
"740" 740 99260 99513 1284 0.6486 63923 738 1280 98 623 19 618 42553 6828 24 6823 42415 740 49999 49261
"741" 741 99259 67794 1286 1.0901 63923 738 1280 98 624 19 619 42553 6827 24 6822 42415 741 49999 49260
"742" 742 99258 67742 1286 1.0391 67794 741 1286 99 624 19 619 42554 6826 24 6821 42415 742 49999 49259
"743" 743 99257 67884 1286 0.99287 67742 742 1286 100 624 19 619 42555 6825 24 6820 42415 743 49999 49258
"744" 744 99256 88316 1288 1.1526 67742 742 1286 100 625 19 620 42555 6824 24 6819 42415 744 49999 49257
"745" 745 99255 39952 1290 1.3001 41584 725 1262 100 626 19 621 42554 6824 24 6819 42414 745 49999 49256
"746" 746 99254 51892 1290 1.3155 60599 521 926 101 626 19 621 42554 6824 24 6819 42413 746 49999 49255
"747" 747 99253 7826 1292 1.3163 30168 316 586 101 627 19 622 42554 6823 24 6818 42413 747 49999 49254
"748" 748 99252 48748 1294 1.1206 7826 747 1292 101 628 19 623 42552 6824 24 6819 42411 748 49999 49253
"749" 749 99251 26392 1296 0.39717 48748 748 1294 101 629 19 624 42551 6824 24 6819 42410 749 49999 49252
"750" 750 99250 80164 1298 1.1786 7826 747 1292 101 630 19 625 42551 6823 24 6818 42410 750 49999 49251
"751" 751 99249 23958 1300 0.79034 80164 750 1298 101 631 19 626 42550 6823 24 6818 42409 751 49999 49250
"752" 752 99248 30235 1302 0.58816 23958 751 1300 101 632 19 627 42550 6822 24 6817 42409 752 49999 49249
"753" 753 99247 65234 1304 0.89657 30235 752 1302 101 633 19 628 42549 6822 24 6817 42408 753 49999 49248
"754" 754 99246 5533 1306 0.68382 65234 753 1304 101 634 19 629 42548 6822 24 6817 42407 754 49999 49247
"755" 755 99245 5038 1308 1.1656 5533 754 1306 101 635 19 630 42546 6823 24 6818 42405 755 49999 49246
"756" 756 99244 8940 1310 1.0335 5038 755 1308 101 636 19 631 42546 6822 24 6817 42405 756 49999 49245
"757" 757 99243 17789 1310 0.45523 8940 756 1310 102 636 19 631 42547 6821 24 6816 42405 757 49999 49244
"758" 758 99242 55820 1312 0.87797 17789 757 1310 102 637 19 632 42546 6821 24 6816 42404 758 49999 49243
"759" 759 99241 28836 1314 1.0504 17789 757 1310 102 638 19 633 42545 6821 24 6816 42403 759 49999 49242
"760" 760 99240 73919 1316 1.054 55820 758 1312 102 639 19 634 42544 6821 24 6816 42402 760 49999 49241
"761" 761 99239 84076 1318 0.45751 73919 760 1316 102 640 19 635 42544 6820 24 6815 42402 761 49999 49240
"762" 762 99238 22224 1320 0.99564 84076 761 1318 102 641 19 636 42544 6819 24 6814 42402 762 49999 49239
"763" 763 99237 96143 1322 0.37003 22224 762 1320 102 643 18 637 42543 6819 24 6813 42402 763 49999 49238
"764" 764 99236 73922 1324 0.35718 96143 763 1322 102 644 18 638 42543 6818 24 6812 42402 764 49999 49237
"765" 765 99235 4819 1326 0.96277 73922 764 1324 102 645 18 639 42541 6819 24 6813 42400 765 49999 49236
"766" 766 99234 58452 1328 0.83927 4819 765 1326 102 646 18 640 42541 6818 24 6812 42400 766 49999 49235
"767" 767 99233 94478 1330 0.57772 58452 766 1328 102 647 18 641 42540 6818 24 6812 42399 767 49999 49234
"768" 768 99232 51213 1332 0.78886 94478 767 1330 102 648 18 642 42540 6817 24 6811 42399 768 49999 49233
"769" 769 99231 80740 1334 0.91535 94478 767 1330 102 649 18 643 42540 6816 24 6810 42399 769 49999 49232
"770" 770 99230 334 1336 0.54808 80740 769 1334 102 650 18 644 42539 6816 24 6810 42398 770 49999 49231
"771" 771 99229 81758 1336 0.96281 22224 762 1320 103 650 18 644 42540 6815 24 6809 42398 771 49999 49230
"772" 772 99228 7901 1338 0.98372 51213 768 1332 103 651 18 645 42540 6814 24 6808 42398 772 49999 49229
"773" 773 99227 48514 1338 1.0008 80740 769 1334 104 651 18 645 42541 6813 24 6807 42398 773 49999 49228
"774" 774 99226 23434 1340 1.0518 48514 773 1338 104 652 18 646 42540 6813 24 6807 42397 774 49999 49227
"775" 775 99225 7634 1340 0.40036 23434 774 1340 105 652 18 646 42541 6812 24 6806 42397 775 49999 49226
"776" 776 99224 80359 1342 0.40262 23434 774 1340 105 653 18 647 42541 6811 24 6805 42397 776 49999 49225
"777" 777 99223 63918 1342 0.97786 80359 776 1342 106 653 18 647 42541 6811 24 6805 42396 777 49999 49224
"778" 778 99222 20048 1344 0.6827 63918 777 1342 106 654 18 648 42541 6810 24 6804 42396 778 49999 49223
"779" 779 99221 94485 1346 1.0831 28836 759 1314 106 655 18 649 42540 6810 24 6804 42395 779 49999 49222
"780" 780 99220 52672 1346 0.95842 94485 779 1346 107 655 18 649 42541 6809 24 6803 42395 780 49999 49221
"781" 781 99219 21885 1348 0.48476 52672 780 1346 107 656 18 650 42540 6809 24 6803 42394 781 49999 49220
"782" 782 99218 89713 1350 0.95649 21885 781 1348 107 657 18 651 42540 6808 24 6802 42394 782 49999 49219
"783" 783 99217 93763 1352 1.0063 21885 781 1348 107 658 18 652 42538 6809 24 6803 42392 783 49999 49218
"784" 784 99216 56465 1354 0.85936 93763 783 1352 107 659 18 653 42537 6809 24 6803 42391 784 49999 49217
"785" 785 99215 28894 1356 1.0073 94485 779 1346 107 660 18 654 42535 6810 24 6804 42389 785 49999 49216
"786" 786 99214 47434 1358 1.0518 89713 782 1350 107 661 18 655 42535 6809 24 6803 42389 786 49999 49215
"787" 787 99213 20293 1360 0.65437 47434 786 1358 107 662 18 656 42535 6808 24 6802 42389 787 49999 49214
"788" 788 99212 10922 1362 0.44239 20293 787 1360 107 663 18 657 42535 6807 24 6801 42389 788 49999 49213
"789" 789 99211 96148 1364 0.79786 47434 786 1358 107 663 19 658 42536 6805 24 6800 42389 789 49999 49212
"790" 790 99210 23846 1366 0.46345 96148 789 1364 107 664 19 659 42536 6804 24 6799 42389 790 49999 49211
"791" 791 99209 28021 1368 0.74632 23846 790 1366 107 665 19 660 42535 6804 24 6799 42388 791 49999 49210
"792" 792 99208 51753 1368 0.31471 28021 791 1368 108 665 19 660 42535 6804 24 6799 42387 792 49999 49209
"793" 793 99207 57490 1370 0.83019 51753 792 1368 108 666 19 661 42535 6803 24 6798 42387 793 49999 49208
"794" 794 99206 43783 1370 0.83674 57490 793 1370 109 666 19 661 42536 6802 24 6797 42387 794 49999 49207
"795" 795 99205 80677 1372 0.86074 96148 789 1364 109 667 19 662 42536 6801 24 6796 42387 795 49999 49206
"796" 796 99204 17146 1374 0.9322 51753 792 1368 109 668 19 663 42536 6800 24 6795 42387 796 49999 49205
"797" 797 99203 39382 1376 1.1046 48514 773 1338 109 669 19 664 42534 6801 24 6796 42385 797 49999 49204
"798" 798 99202 5696 1376 0.40917 39382 797 1376 110 669 19 664 42535 6800 24 6795 42385 798 49999 49203
"799" 799 99201 68875 1378 1.1309 20048 778 1344 110 670 19 665 42534 6800 24 6795 42384 799 49999 49202
"800" 800 99200 42693 1380 0.45383 68875 799 1378 110 671 19 666 42534 6799 24 6794 42384 800 49999 49201
"801" 801 99199 63593 1382 0.63434 42693 800 1380 110 672 19 667 42534 6798 24 6793 42384 801 49999 49200
"802" 802 99198 44590 1384 0.82146 68875 799 1378 110 673 19 668 42533 6798 24 6793 42383 802 49999 49199
"803" 803 99197 74473 1386 0.81615 44590 802 1384 110 674 19 669 42533 6797 24 6792 42383 803 49999 49198
"804" 804 99196 26902 1388 1.0596 63593 801 1382 110 675 19 670 42532 6797 24 6792 42382 804 49999 49197
"805" 805 99195 62911 1390 0.61307 26902 804 1388 110 676 19 671 42530 6798 24 6793 42380 805 49999 49196
"806" 806 99194 24146 1392 0.5587 62911 805 1390 110 677 19 672 42529 6798 24 6793 42379 806 49999 49195
"807" 807 99193 16115 1394 0.77498 26902 804 1388 110 678 19 673 42529 6797 24 6792 42379 807 49999 49194
"808" 808 99192 93134 1396 1.1155 26902 804 1388 110 679 19 674 42528 6797 24 6792 42378 808 49999 49193
"809" 809 99191 40003 1398 1.1406 17146 796 1374 110 680 19 675 42528 6796 24 6791 42378 809 49999 49192
"810" 810 99190 26112 1400 0.65744 40003 809 1398 110 681 19 676 42528 6795 24 6790 42378 810 49999 49191
"811" 811 99189 17582 1402 0.77007 26112 810 1400 110 682 19 677 42528 6794 24 6789 42378 811 49999 49190
"812" 812 99188 8939 1402 0.37521 17582 811 1402 111 682 19 677 42528 6794 24 6789 42377 812 49999 49189
"813" 813 99187 53305 1404 0.91145 17582 811 1402 111 683 19 678 42528 6793 24 6788 42377 813 49999 49188
"814" 814 99186 33060 1404 0.98652 53305 813 1404 112 683 19 678 42528 6793 24 6788 42376 814 49999 49187
"815" 815 99185 32717 1406 0.99171 33060 814 1404 112 684 19 679 42528 6792 24 6787 42376 815 49999 49186
"816" 816 99184 43071 1408 0.57661 32717 815 1406 112 685 19 680 42528 6791 24 6786 42376 816 49999 49185
"817" 817 99183 60722 1408 1.0854 43071 816 1408 113 685 19 680 42528 6791 24 6786 42375 817 49999 49184
"818" 818 99182 11251 1408 1.039 60722 817 1408 114 685 19 680 42529 6790 24 6785 42375 818 49999 49183
"819" 819 99181 77195 1410 1.1497 4819 765 1326 114 686 19 681 42528 6790 24 6785 42374 819 49999 49182
"820" 820 99180 26108 1412 0.28082 77195 819 1410 114 687 19 682 42526 6791 24 6786 42372 820 49999 49181
"821" 821 99179 87900 1412 1.1499 52672 780 1346 115 687 19 682 42527 6790 24 6785 42372 821 49999 49180
"822" 822 99178 46114 1412 1.1709 7901 772 1338 116 687 19 682 42528 6789 24 6784 42372 822 49999 49179
"823" 823 99177 11255 1414 0.7152 46114 822 1412 116 688 19 683 42527 6789 24 6784 42371 823 49999 49178
"824" 824 99176 44586 1416 0.98797 11255 823 1414 116 689 19 684 42527 6788 24 6783 42371 824 49999 49177
"825" 825 99175 41821 1418 1.1731 80359 776 1342 116 690 19 685 42527 6787 24 6782 42371 825 49999 49176
"826" 826 99174 49787 1420 0.51026 41821 825 1418 116 691 19 686 42525 6788 24 6783 42369 826 49999 49175
"827" 827 99173 2359 1422 0.26805 49787 826 1420 116 692 19 687 42525 6787 24 6782 42369 827 49999 49174
"828" 828 99172 42790 1422 0.55545 2359 827 1422 117 692 19 687 42526 6786 24 6781 42369 828 49999 49173
"829" 829 99171 96056 1424 0.83235 41821 825 1418 117 693 19 688 42526 6785 24 6780 42369 829 49999 49172
"830" 830 99170 70346 1424 0.39546 96056 829 1424 118 693 19 688 42527 6784 24 6779 42369 830 49999 49171
"831" 831 99169 48149 1426 0.36132 70346 830 1424 118 694 19 689 42526 6784 24 6779 42368 831 49999 49170
"832" 832 99168 23318 1426 0.50679 48149 831 1426 119 694 19 689 42526 6784 24 6779 42367 832 49999 49169
"833" 833 99167 70332 1428 0.96352 42790 828 1422 119 694 20 690 42526 6783 24 6779 42366 833 49999 49168
"834" 834 99166 81023 1430 0.99242 70332 833 1428 119 695 20 691 42524 6784 24 6780 42364 834 49999 49167
"835" 835 99165 70105 1432 0.64017 81023 834 1430 119 696 20 692 42524 6783 24 6779 42364 835 49999 49166
"836" 836 99164 80460 1432 1.0292 70105 835 1432 120 696 20 692 42525 6782 24 6778 42364 836 49999 49165
"837" 837 99163 37092 1434 0.87751 80460 836 1432 120 697 20 693 42525 6781 24 6777 42364 837 49999 49164
"838" 838 99162 80358 1434 1.0391 80460 836 1432 121 697 20 693 42526 6780 24 6776 42364 838 49999 49163
"839" 839 99161 3780 1436 0.99167 80358 838 1434 121 698 20 694 42526 6779 24 6775 42364 839 49999 49162
"840" 840 99160 41596 1438 1.0774 23318 832 1426 121 699 20 695 42526 6778 24 6774 42364 840 49999 49161
"841" 841 99159 57383 1440 0.95473 41596 840 1438 121 700 20 696 42526 6777 24 6773 42364 841 49999 49160
"842" 842 99158 5016 1442 0.8969 57383 841 1440 121 701 20 697 42525 6777 24 6773 42363 842 49999 49159
"843" 843 99157 67851 1442 0.83318 5016 842 1442 122 701 20 697 42525 6777 24 6773 42362 843 49999 49158
"844" 844 99156 58439 1444 1.0128 5016 842 1442 122 702 20 698 42524 6777 24 6773 42361 844 49999 49157
"845" 845 99155 13467 1446 1.0835 58439 844 1444 122 703 20 699 42524 6776 24 6772 42361 845 49999 49156
"846" 846 99154 93291 1446 0.57625 13467 845 1446 123 703 20 699 42524 6776 24 6772 42360 846 49999 49155
"847" 847 99153 30172 1446 0.64048 13467 845 1446 124 703 20 699 42524 6776 24 6772 42359 847 49999 49154
"848" 848 99152 87129 1446 1.1413 37092 837 1434 125 703 20 699 42524 6776 24 6772 42358 848 49999 49153
"849" 849 99151 21498 1446 1.1419 70105 835 1432 126 703 20 699 42523 6777 24 6773 42356 849 49999 49152
"850" 850 99150 66334 1448 1.1734 17789 757 1310 126 704 20 700 42522 6777 24 6773 42355 850 49999 49151
"851" 851 99149 14062 1450 0.97411 66334 850 1448 126 705 20 701 42521 6777 24 6773 42354 851 49999 49150
"852" 852 99148 16946 1452 1.1959 80740 769 1334 126 706 20 702 42520 6777 24 6773 42353 852 49999 49149
"853" 853 99147 44233 1454 1.0849 16946 852 1452 126 707 20 703 42520 6776 24 6772 42353 853 49999 49148
"854" 854 99146 34652 1456 1.1984 10922 788 1362 126 708 20 703 42521 6775 25 6770 42353 854 49999 49147
"855" 855 99145 34090 1458 1.2353 37092 837 1434 126 709 20 704 42521 6774 25 6769 42353 855 49999 49146
"856" 856 99144 28646 1460 0.66503 34090 855 1458 126 710 20 705 42521 6773 25 6768 42353 856 49999 49145
"857" 857 99143 20049 1460 1.034 34090 855 1458 127 710 20 705 42522 6772 25 6767 42353 857 49999 49144
"858" 858 99142 49499 1462 0.59391 20049 857 1460 127 711 20 706 42522 6771 25 6766 42353 858 49999 49143
"859" 859 99141 38588 1462 0.90408 20049 857 1460 128 711 20 706 42523 6770 25 6765 42353 859 49999 49142
"860" 860 99140 18120 1464 1.0846 49499 858 1462 128 712 20 707 42522 6770 25 6765 42352 860 49999 49141
"861" 861 99139 13293 1466 0.82971 18120 860 1464 128 713 20 708 42520 6771 25 6766 42350 861 49999 49140
"862" 862 99138 64319 1468 1.0837 13293 861 1466 128 714 20 709 42519 6771 25 6766 42349 862 49999 49139
"863" 863 99137 6931 1468 1.1044 28646 856 1460 129 714 20 709 42519 6771 25 6766 42348 863 49999 49138
"864" 864 99136 42689 1470 1.1272 13293 861 1466 129 715 20 710 42518 6771 25 6766 42347 864 49999 49137
"865" 865 99135 62209 1470 1.1596 38588 859 1462 130 715 20 710 42518 6771 25 6766 42346 865 49999 49136
"866" 866 99134 46836 1472 1.0377 62209 865 1470 130 716 20 711 42518 6770 25 6765 42346 866 49999 49135
"867" 867 99133 32267 1474 1.2474 89713 782 1350 130 717 20 712 42517 6770 25 6765 42345 867 49999 49134
"868" 868 99132 108 1476 0.66244 32267 867 1474 130 718 20 713 42515 6771 25 6766 42343 868 49999 49133
"869" 869 99131 67787 1478 0.7812 108 868 1476 130 719 20 714 42515 6770 25 6765 42343 869 49999 49132
"870" 870 99130 5030 1480 0.98075 32267 867 1474 130 720 20 715 42514 6770 25 6765 42342 870 49999 49131
"871" 871 99129 30 1482 1.0065 5030 870 1480 130 721 20 716 42512 6771 25 6766 42340 871 49999 49130
"872" 872 99128 82834 1484 0.60373 30 871 1482 130 722 20 717 42511 6771 25 6766 42339 872 49999 49129
"873" 873 99127 10918 1486 1.2475 44233 853 1454 130 723 20 718 42511 6770 25 6765 42339 873 49999 49128
"874" 874 99126 14181 1488 1.2599 4819 765 1326 130 724 20 719 42510 6770 25 6765 42338 874 49999 49127
"875" 875 99125 11066 1490 0.8415 14181 874 1488 130 725 20 719 42509 6771 26 6765 42336 875 49999 49126
"876" 876 99124 69972 1492 1.2152 14181 874 1488 130 726 20 720 42508 6771 26 6765 42335 876 49999 49125
"877" 877 99123 6770 1494 1.2526 11066 875 1490 130 727 20 721 42507 6771 26 6765 42334 877 49999 49124
"878" 878 99122 73363 1496 0.64812 6770 877 1494 130 728 20 722 42506 6771 26 6765 42333 878 49999 49123
"879" 879 99121 85373 1496 0.98306 73363 878 1496 131 728 20 722 42507 6770 26 6764 42333 879 49999 49122
"880" 880 99120 55851 1498 1.2636 53305 813 1404 131 729 20 723 42507 6769 26 6763 42333 880 49999 49121
"881" 881 99119 59404 1500 1.0651 55851 880 1498 131 730 20 724 42507 6768 26 6762 42333 881 49999 49120
"882" 882 99118 66332 1502 1.2803 87900 821 1412 131 731 20 725 42506 6768 26 6762 42332 882 49999 49119
"883" 883 99117 64309 1504 1.29 30172 847 1446 131 732 20 726 42506 6767 26 6761 42332 883 49999 49118
"884" 884 99116 44239 1504 1.2993 43071 816 1408 132 732 20 726 42506 6767 26 6761 42331 884 49999 49117
"885" 885 99115 83652 1506 1.1408 44239 884 1504 132 733 20 727 42505 6767 26 6761 42330 885 49999 49116
"886" 886 99114 63594 1506 1.0673 83652 885 1506 133 733 20 727 42506 6766 26 6760 42330 886 49999 49115
"887" 887 99113 66322 1508 1.3028 10922 788 1362 133 734 20 728 42505 6766 26 6760 42329 887 49999 49114
"888" 888 99112 58446 1510 1.3115 67787 869 1478 133 735 20 729 42505 6765 26 6759 42329 888 49999 49113
"889" 889 99111 76414 1512 1.3041 58446 888 1510 133 736 20 730 42504 6765 26 6759 42328 889 49999 49112
"890" 890 99110 252 1512 1.319 79253 591 1056 134 736 20 730 42504 6765 26 6759 42327 890 49999 49111
"891" 891 99109 16648 1514 1.2713 252 890 1512 134 737 20 731 42503 6765 26 6759 42326 891 49999 49110
"892" 892 99108 45243 1516 1.3197 93134 808 1396 134 738 20 732 42503 6764 26 6758 42326 892 49999 49109
"893" 893 99107 10920 1518 0.29282 45243 892 1516 134 739 20 733 42503 6763 26 6757 42326 893 49999 49108
"894" 894 99106 68357 1520 0.87213 10920 893 1518 134 740 20 734 42503 6762 26 6756 42326 894 49999 49107
"895" 895 99105 67793 1520 0.47122 68357 894 1520 135 740 20 734 42503 6762 26 6756 42325 895 49999 49106
"896" 896 99104 17270 1522 0.73737 67793 895 1520 135 741 20 735 42502 6762 26 6756 42324 896 49999 49105
"897" 897 99103 52332 1520 0.80959 68357 894 1520 137 740 20 734 42504 6761 26 6755 42324 897 49999 49104
"898" 898 99102 25507 1522 0.92859 67793 895 1520 137 741 20 735 42503 6761 26 6755 42323 898 49999 49103
"899" 899 99101 21255 1524 0.86949 25507 898 1522 137 742 20 735 42504 6760 27 6753 42323 899 49999 49102
"900" 900 99100 3768 1526 0.99593 25507 898 1522 137 743 20 736 42504 6759 27 6752 42323 900 49999 49101
"901" 901 99099 7784 1528 0.99449 3768 900 1526 137 744 20 737 42504 6758 27 6751 42323 901 49999 49100
"902" 902 99098 97476 1530 1.0331 3768 900 1526 137 745 20 738 42504 6757 27 6750 42323 902 49999 49099
"903" 903 99097 44719 1530 1.0779 67793 895 1520 138 745 20 739 42504 6756 26 6750 42323 903 49999 49098
"904" 904 99096 706 1532 0.59044 44719 903 1530 138 746 20 740 42504 6755 26 6749 42323 904 49999 49097
"905" 905 99095 48874 1534 0.90739 706 904 1532 138 747 20 741 42504 6754 26 6748 42323 905 49999 49096
"906" 906 99094 6507 1536 0.9421 48874 905 1534 138 748 20 742 42504 6753 26 6747 42323 906 49999 49095
"907" 907 99093 18203 1536 0.7651 6507 906 1536 139 748 20 742 42504 6753 26 6747 42322 907 49999 49094
"908" 908 99092 79720 1538 0.9698 48874 905 1534 139 749 20 743 42502 6754 26 6748 42320 908 49999 49093
"909" 909 99091 57117 1540 1.1184 25507 898 1522 139 750 20 744 42502 6753 26 6747 42320 909 49999 49092
"910" 910 99090 40768 1542 1.0237 57117 909 1540 139 751 20 745 42502 6752 26 6746 42320 910 49999 49091
"911" 911 99089 67362 1542 0.76684 40768 910 1542 140 751 20 745 42503 6751 26 6745 42320 911 49999 49090
"912" 912 99088 82610 1544 0.90778 40768 910 1542 140 752 20 746 42503 6750 26 6744 42320 912 49999 49089
"913" 913 99087 72078 1546 0.94979 67362 911 1542 140 753 20 747 42503 6749 26 6743 42320 913 49999 49088
"914" 914 99086 3137 1548 0.58323 72078 913 1546 140 754 20 748 42502 6749 26 6743 42319 914 49999 49087
"915" 915 99085 67920 1550 0.78647 3137 914 1548 140 755 20 749 42502 6748 26 6742 42319 915 49999 49086
"916" 916 99084 46877 1552 1.134 52332 897 1520 140 756 20 750 42502 6747 26 6741 42319 916 49999 49085
"917" 917 99083 40295 1554 0.51893 46877 916 1552 140 757 20 750 42503 6746 27 6739 42319 917 49999 49084
"918" 918 99082 81006 1556 0.98902 40295 917 1554 140 757 21 751 42503 6745 27 6739 42318 918 49999 49083
"919" 919 99081 56379 1556 0.96003 81006 918 1556 141 757 21 751 42504 6744 27 6738 42318 919 49999 49082
"920" 920 99080 48405 1558 0.8808 56379 919 1556 141 758 21 752 42504 6743 27 6737 42318 920 49999 49081
"921" 921 99079 69798 1560 0.93899 48405 920 1558 141 759 21 753 42503 6743 27 6737 42317 921 49999 49080
"922" 922 99078 13461 1560 0.87986 69798 921 1560 142 759 21 753 42503 6743 27 6737 42316 922 49999 49079
"923" 923 99077 90971 1562 0.95382 13461 922 1560 142 760 21 754 42501 6744 27 6738 42314 923 49999 49078
"924" 924 99076 52660 1564 0.98452 13461 922 1560 142 761 21 755 42500 6744 27 6738 42313 924 49999 49077
"925" 925 99075 7505 1566 1.1941 18203 907 1536 142 762 21 756 42500 6743 27 6737 42313 925 49999 49076
"926" 926 99074 22223 1564 1.1956 52660 924 1564 144 761 21 755 42502 6742 27 6736 42313 926 49999 49075
"927" 927 99073 33503 1566 0.66705 22223 926 1564 144 762 21 756 42501 6742 27 6736 42312 927 49999 49074
"928" 928 99072 58008 1568 1.2659 6507 906 1536 144 763 21 757 42501 6741 27 6735 42312 928 49999 49073
"929" 929 99071 52713 1570 0.94905 58008 928 1568 144 764 21 758 42500 6741 27 6735 42311 929 49999 49072
"930" 930 99070 57108 1570 0.98219 52713 929 1570 145 764 21 758 42501 6740 27 6734 42311 930 49999 49071
"931" 931 99069 59207 1572 1.0582 52713 929 1570 145 765 21 759 42501 6739 27 6733 42311 931 49999 49070
"932" 932 99068 14652 1574 1.0977 59207 931 1572 145 766 21 760 42501 6738 27 6732 42311 932 49999 49069
"933" 933 99067 52330 1574 1.2183 58008 928 1568 146 766 21 760 42502 6737 27 6731 42311 933 49999 49068
"934" 934 99066 24555 1576 0.40976 52330 933 1574 146 767 21 761 42501 6737 27 6731 42310 934 49999 49067
"935" 935 99065 40144 1578 0.40138 24555 934 1576 146 768 21 762 42501 6736 27 6730 42310 935 49999 49066
"936" 936 99064 1703 1580 1.0703 24555 934 1576 146 769 21 763 42500 6736 27 6730 42309 936 49999 49065
"937" 937 99063 64251 1582 1.2985 24555 934 1576 146 770 21 764 42499 6736 27 6730 42308 937 49999 49064
"938" 938 99062 51623 1582 1.3033 33503 927 1566 147 770 21 764 42499 6736 27 6730 42307 938 49999 49063
"939" 939 99061 43532 1584 1.0938 51623 938 1582 147 771 21 765 42498 6736 27 6730 42306 939 49999 49062
"940" 940 99060 40243 1586 1.0708 43532 939 1584 147 772 21 766 42497 6736 27 6730 42305 940 49999 49061
"941" 941 99059 4133 1586 1.1175 40243 940 1586 148 772 21 766 42497 6736 27 6730 42304 941 49999 49060
"942" 942 99058 61026 1586 0.89636 4133 941 1586 149 772 21 766 42498 6735 27 6729 42304 942 49999 49059
"943" 943 99057 98 1588 1.299 4133 941 1586 149 773 21 767 42498 6734 27 6728 42304 943 49999 49058
"944" 944 99056 63536 1590 1.322 57109 739 1282 149 774 21 768 42497 6734 27 6728 42303 944 49999 49057
"945" 945 99055 40653 1592 0.76904 63536 944 1590 149 775 21 769 42495 6735 27 6729 42301 945 49999 49056
"946" 946 99054 4094 1592 0.98592 40653 945 1592 150 775 21 769 42495 6735 27 6729 42300 946 49999 49055
"947" 947 99053 79715 1594 1.3227 6509 577 1028 150 776 21 770 42493 6736 27 6730 42298 947 49999 49054
"948" 948 99052 60448 1596 1.327 90848 43 86 150 777 21 771 42491 6737 27 6731 42296 948 49999 49053
"949" 949 99051 48097 1598 1.2384 60448 948 1596 150 778 21 772 42491 6736 27 6730 42296 949 49999 49052
"950" 950 99050 49803 1600 0.97898 48097 949 1598 150 779 21 773 42490 6736 27 6730 42295 950 49999 49051
"951" 951 99049 90860 1602 1.0389 49803 950 1600 150 779 22 774 42491 6734 27 6729 42295 951 49999 49050
"952" 952 99048 67039 1604 1.2879 90860 951 1602 150 780 22 775 42491 6733 27 6728 42295 952 49999 49049
"953" 953 99047 32262 1606 1.3274 59210 229 440 150 781 22 776 42490 6733 27 6728 42294 953 49999 49048
"954" 954 99046 86413 1608 1.3296 27148 426 772 150 782 22 777 42489 6733 27 6728 42293 954 49999 49047
"955" 955 99045 44623 1610 1.0114 86413 954 1608 150 783 22 778 42487 6734 27 6729 42291 955 49999 49046
"956" 956 99044 83619 1612 0.90551 44623 955 1610 150 784 22 779 42486 6734 27 6729 42290 956 49999 49045
"957" 957 99043 63610 1614 0.32678 83619 956 1612 150 785 22 780 42486 6733 27 6728 42290 957 49999 49044
"958" 958 99042 94265 1614 1.3309 28894 785 1356 151 785 22 780 42486 6733 27 6728 42289 958 49999 49043
"959" 959 99041 65660 1614 0.5721 94265 958 1614 152 785 22 780 42487 6732 27 6727 42289 959 49999 49042
"960" 960 99040 59484 1616 1.3317 96148 789 1364 152 786 22 781 42486 6732 27 6727 42288 960 49999 49041
"961" 961 99039 64257 1618 1.3322 4893 716 1246 152 787 22 782 42485 6732 27 6727 42287 961 49999 49040
"962" 962 99038 86284 1618 1.1947 64257 961 1618 153 787 22 782 42486 6731 27 6726 42287 962 49999 49039
"963" 963 99037 36531 1620 1.2554 86284 962 1618 153 788 22 783 42485 6731 27 6726 42286 963 49999 49038
"964" 964 99036 4315 1622 1.2623 64257 961 1618 153 789 22 784 42484 6731 27 6726 42285 964 49999 49037
"965" 965 99035 79707 1622 0.77589 4315 964 1622 154 789 22 784 42485 6730 27 6725 42285 965 49999 49036
"966" 966 99034 83331 1624 0.79702 79707 965 1622 154 790 22 785 42485 6729 27 6724 42285 966 49999 49035
"967" 967 99033 87801 1626 0.87934 4315 964 1622 154 791 22 786 42485 6728 27 6723 42285 967 49999 49034
"968" 968 99032 22152 1628 1.3334 71814 159 312 154 792 22 787 42484 6728 27 6723 42284 968 49999 49033
"969" 969 99031 7506 1626 1.2884 22152 968 1628 156 791 22 786 42485 6728 27 6723 42283 969 49999 49032
"970" 970 99030 79095 1628 0.51075 7506 969 1626 156 792 22 787 42485 6727 27 6722 42283 970 49999 49031
"971" 971 99029 76948 1630 1.2942 79095 970 1628 156 793 22 788 42485 6726 27 6721 42283 971 49999 49030
"972" 972 99028 50116 1632 1.3337 60721 681 1192 156 794 22 789 42485 6725 27 6720 42283 972 49999 49029
